,id,Constituency,Country/Region,Country,Con Vote,Liberal Vote,Labour Vote,Brexit Vote,Green Vote,SNP Vote,PC Vote,DUP Vote,Sinn Fein Vote,SDLP Vote,UUP Vote,Alliance Vote,Other Vote,Total votes
171,E14000666,DEWSBURY,Yorkshire and The Humber,England,0.4642572132862792,0.43657450921278973,0.04266789622089415,0.03323343205235064,0.018797992516270904,,,,,,,,0.004468956711415347,56389
172,E14000668,DONCASTER CENTRAL,Yorkshire and The Humber,England,0.34535003968158534,0.40013467689569754,0.04203843101416512,0.16454630720761887,0.023592506192732256,,,,,,,,0.024338039008200862,41581
173,E14000669,DONCASTER NORTH,Yorkshire and The Humber,England,0.3285173718610251,0.3867511917047521,0.0362671384343211,0.2037937982210428,,,,,,,,,0.04467049977885891,40698
174,E14000667,DON VALLEY,Yorkshire and The Humber,England,0.43156458392939673,0.35167374606598145,0.041970200497391995,0.1374870700090235,0.01919140788344301,,,,,,,,0.018112991614763298,45437
175,E14000670,DOVER,South East,England,0.5686278377152324,0.32646298889568254,0.05709946549377724,,0.027040886767519378,,,,,,,,0.020768821127788408,50701
176,E14000671,DUDLEY NORTH,West Midlands,England,0.6306291571257224,0.3162414131501472,0.03298440737106095,,0.020145022353069458,,,,,,,,,36684
177,E14000672,DUDLEY SOUTH,West Midlands,England,0.6789971566054244,0.2534448818897638,0.043963254593175856,,0.023594706911636044,,,,,,,,,36576
178,E14000673,DULWICH AND WEST NORWOOD,London,England,0.1642224532969988,0.6547563555523683,,0.010237011007924271,0.16513679228369607,,,,,,,,0.005647387859012514,55778
179,S14000013,DUMFRIES AND GALLOWAY,Scotland,Scotland,0.4409574364658072,0.0922631200295553,0.06091893678663789,,,0.40586050671799956,,,,,,,,51429
180,S14000014,"DUMFRIESSHIRE, CLYDESDALE AND TWEEDDALE",Scotland,Scotland,0.46001261367566576,0.08487783044778549,0.07202001912395987,,,0.38308953675258883,,,,,,,,49153
181,S14000015,DUNDEE EAST,Scotland,Scotland,0.24263975086688605,0.1335114959029971,0.07891423901760275,,,0.5380435982949401,,,,,,,0.006890915917574045,45277
182,S14000016,DUNDEE WEST,Scotland,Scotland,0.12383655210563024,0.24281488251280695,0.05935688689001659,0.030568315736309193,,0.537651218163015,,,,,,,0.005772144592222035,41579
183,S14000017,DUNFERMLINE AND WEST FIFE,Scotland,Scotland,0.209547137354624,0.24359597621629708,0.079690363112823,,0.023521932612841703,0.4436445907034142,,,,,,,,53482
184,W07000061,DWYFOR MEIRIONNYDD,Wales,Wales,0.32434509489441327,0.13358727612937718,,0.05934242181234964,,,0.4827252071638599,,,,,,,29928
185,E14000674,EALING CENTRAL AND ACTON,London,England,0.270622365756199,0.5132920977247432,0.17231375554217526,0.012115240753918295,0.03165654022296422,,,,,,,,,54807
186,E14000675,EALING NORTH,London,England,0.31768451169631884,0.5648888799339122,0.08804980757993995,,0.029376800789828936,,,,,,,,,49631
187,E14000676,"EALING, SOUTHALL",London,England,0.22725442357344197,0.6082383873794917,0.09316152260937537,0.02053675059810029,0.03998389274462894,,,,,,,,0.010825023094961745,42217
188,E14000677,EASINGTON,North East,England,0.2643495358991412,0.45464534597923834,0.04412572651302663,0.19500910852152792,,,,,,,,,0.0418702830870659,34583
189,N06000005,EAST ANTRIM,Northern Ireland,Northern Ireland,0.027991733984595153,,,,0.018383832962078312,,,0.4527790451141945,0.056895950189205874,0.024207616542765896,0.1469364751348595,0.2728053460723008,,37261
190,E14000684,EASTBOURNE,South East,England,0.48882722095258824,0.06979359378967606,0.4102731526825552,0.0277505713352922,,,,,,,,,0.003355461239888272,55134
191,E14000678,EAST DEVON,South West,England,0.5084356905404772,0.04479265837404211,0.027640347728372327,,0.011096717806252243,,,,,,,,0.40803458555085603,64073
192,S14000018,EAST DUNBARTONSHIRE,Scotland,Scotland,0.14057815240142557,0.09124851501951689,0.36814316154701965,,0.01727291584167751,0.3709528389055458,,,,,,,0.011804416284814542,53031
193,E14000679,EAST HAM,London,England,0.15609211393424618,0.7633997217544116,0.03950355129237754,0.020264333308925825,0.016163872007029362,,,,,,,,0.004576407703009446,54628
194,E14000680,EAST HAMPSHIRE,South East,England,0.5878548202829774,0.11050180156428509,0.24167325775551454,,0.04569821601195184,,,,,,,,0.014271904385271114,56895
195,S14000019,"EAST KILBRIDE, STRATHAVEN AND LESMAHAGOW",Scotland,Scotland,0.21231162468715054,0.22704439356018247,0.066741218027229,,0.020466123506754,0.4635142091343167,,,,,,,0.00992243108436729,56337
196,E14000685,EASTLEIGH,South East,England,0.554340268945753,0.1281816486069424,0.28968476030591306,,0.027793322141391533,,,,,,,,,58971
197,N06000006,EAST LONDONDERRY,Northern Ireland,Northern Ireland,,,,,,,,0.40112462470103305,0.155920818278968,0.15668413821179583,0.09157294794158058,0.15065391074245585,0.04404356012416671,39302
198,S14000020,EAST LOTHIAN,Scotland,Scotland,0.2652914736896074,0.295148086749953,0.06957428263804624,,,0.3615606788235093,,,,,,,0.008425478098884009,58513
199,S14000021,EAST RENFREWSHIRE,Scotland,Scotland,0.351373809996929,0.1238325776324584,0.07540148490705782,,,0.4493921274635547,,,,,,,,55357
200,E14000681,EAST SURREY,South East,England,0.5968168872507957,0.13816384654045905,0.19406935835148267,,0.039202546490199365,,,,,,,,0.03174736136706316,59690
201,E14000682,EAST WORTHING AND SHOREHAM,South East,England,0.5102205993073332,0.3695414847161572,0.07768031922903178,,0.03775786779099533,,,,,,,,0.004799728956482457,53128
202,E14000683,EAST YORKSHIRE,Yorkshire and The Humber,England,0.6440902802781936,0.21226477666811955,0.07995224468911671,,0.03174212132123027,,,,,,,,0.03195057704333984,52769
203,E14000686,EDDISBURY,North West,England,0.568141058314927,0.21996941722829472,0.1808914311604463,,0.022484000679617148,,,,,,,,0.008514092616714807,52971
204,S14000022,EDINBURGH EAST,Scotland,Scotland,0.13696538743072256,0.26661089616229217,0.06878594583289763,,0.04316637038586218,0.48447140018822543,,,,,,,,47815
205,S14000023,EDINBURGH NORTH AND LEITH,Scotland,Scotland,0.18535993529253167,0.2210332973847398,0.11180574278781343,0.00940280399029388,0.033213130223779995,0.4368596656780803,,,,,,,0.002325424642760852,59344
206,S14000024,EDINBURGH SOUTH,Scotland,Scotland,0.164099573715113,0.47745918121129255,0.07679160299203731,,0.027286254323172204,0.25436338775838496,,,,,,,,49732
207,S14000025,EDINBURGH SOUTH WEST,Scotland,Scotland,0.24645604342905372,0.14344631792983062,0.0953559302526328,0.011989027641902131,0.024265791947209913,0.47630009015748787,,,,,,,0.002186798641882949,52131
208,S14000026,EDINBURGH WEST,Scotland,Scotland,0.17022720187776208,0.08178534098619185,0.3991344690370968,,0.018832633451304714,0.33002035464764456,,,,,,,,54533
209,E14000687,EDMONTON,London,England,0.2528940779851764,0.6498847326541236,0.05317171116234104,0.020822488287350338,0.021367839171066657,,,,,,,,0.0018591507399419946,40341
210,E14000688,ELLESMERE PORT AND NESTON,North West,England,0.3536085012103557,0.5333976121117631,0.04935789603249498,0.04386000902638165,0.019775981619004637,,,,,,,,,48746
211,E14000689,ELMET AND ROTHWELL,Yorkshire and The Humber,England,0.5792357234864749,0.2812022327179047,0.08853585229712323,,0.030485186775440102,,,,,,,,0.020541004723057105,58225
212,E14000690,ELTHAM,London,England,0.39719380164343426,0.47037011604751766,0.06731671587813866,0.034860033418022844,0.03025933301288654,,,,,,,,,43689
213,E14000691,ENFIELD NORTH,London,England,0.373984461709212,0.5180910099889012,0.06548279689234185,0.017691453940066593,0.024750277469478357,,,,,,,,,45050
214,E14000692,"ENFIELD, SOUTHGATE",London,England,0.39074794821896947,0.48487604704289705,0.09188594635755987,0.01044927658854387,0.02204078179202978,,,,,,,,,47276
215,E14000693,EPPING FOREST,East,England,0.6438290761518262,0.20273334924803055,0.10716559242460412,,0.03928940876899817,,,,,,,,0.00698257340654094,50268
216,E14000694,EPSOM AND EWELL,South East,England,0.5352138736102,0.17200719920606886,0.23457973793544262,,0.034431716876082825,,,,,,,,0.02376747237220568,59451
217,E14000695,EREWASH,East Midlands,England,0.5645921252099807,0.3473183922645143,0.050948498381611834,,0.022841807678125128,,,,,,,,0.014299176465768018,48814
218,E14000696,ERITH AND THAMESMEAD,London,England,0.3896191764933308,0.4804272182485985,0.04794123332688962,0.05427218248598492,0.02116760100521941,,,,,,,,0.006572588439976802,41384
219,E14000697,ESHER AND WALTON,South East,England,0.4935007291864815,0.04498763553357428,0.45001902225603957,,,,,,,,,,0.011492613023904636,63084
220,E14000698,EXETER,South West,England,0.34665076879271073,0.5317838838268792,,0.025412870159453302,0.08609766514806379,,,,,,,,0.010054812072892938,56192
221,S14000028,FALKIRK,Scotland,Scotland,0.25778565292096217,0.11173754295532647,0.07141323024054982,,0.03373782932416953,0.525325744558992,,,,,,,,55872
222,E14000699,FAREHAM,South East,England,0.6368384279475983,0.18118777292576418,0.13984279475982533,,0.042131004366812226,,,,,,,,,57250
223,E14000700,FAVERSHAM AND MID KENT,South East,England,0.632297495733619,0.1962138349803548,0.12243521054093741,,0.041731158471246574,,,,,,,,0.007322300273842124,50394
224,E14000701,FELTHAM AND HESTON,London,England,0.35592227730020287,0.5202986760368953,0.06540335905963063,0.0346782121269164,0.023697475476354812,,,,,,,,,47811
225,N06000007,FERMANAGH AND SOUTH TYRONE,Northern Ireland,Northern Ireland,,,,,,,,,0.43311926244040816,0.06788542610614239,0.43199637524132223,0.05220440486978448,0.014794531342342697,50762
226,E14000702,FILTON AND BRADLEY STOKE,South West,England,0.4891538919482066,0.38411593987200476,0.09287096294091382,,0.029077987795802947,,,,,,,,0.0047812174430718855,53752
227,E14000703,FINCHLEY AND GOLDERS GREEN,London,England,0.4384401821843982,0.2421927452866138,0.319367072528988,,,,,,,,,,,55109
228,E14000704,FOLKESTONE AND HYTHE,South East,England,0.6013558173036183,0.2397423947123125,0.09753410727904414,,0.04586052029489027,,,,,,,,0.015507160410134734,59005
229,E14000705,FOREST OF DEAN,South West,England,0.5960174842156386,0.28773190869354054,,,0.09093734822729481,,,,,,,,0.025313258863525985,51475
230,N06000008,FOYLE,Northern Ireland,Northern Ireland,,,,,,,,0.10124300016969286,0.2072586119124385,0.5701892075343628,0.02307822840658408,0.026875106058034958,0.07135584591888681,47144
231,E14000706,FYLDE,North West,England,0.6093572515484686,0.25334876443987225,0.08032748237210399,,0.037098951970680895,,,,,,,,0.019867549668874173,46659
232,E14000707,GAINSBOROUGH,East Midlands,England,0.6639697527720095,0.21404223641421463,0.10102652509501234,,,,,,,,,,0.020961485718763467,51046
233,E14000708,GARSTON AND HALEWOOD,North West,England,0.13040543074672767,0.7234369725837303,0.06233357086599407,0.05518883846528898,0.02218430034129693,,,,,,,,0.006450886996962083,53326
234,E14000709,GATESHEAD,North East,England,0.3473587626163324,0.536112203434264,0.0731943898282868,,0.04333464412111679,,,,,,,,,38145
235,E14000710,GEDLING,East Midlands,England,0.45478750025023523,0.4411947230396573,0.04562288551238164,0.0364342481933017,0.021960643004424157,,,,,,,,,49953
236,E14000711,GILLINGHAM AND RAINHAM,South East,England,0.6130162322120196,0.2840419513468819,0.05446277035554202,,0.022694634231254625,,,,,,,,0.025784411854301754,45958
237,S14000029,GLASGOW CENTRAL,Scotland,Scotland,0.09220795412043387,0.3310310435107842,0.04867223538212193,,0.03563146739808004,0.49245729958858,,,,,,,,40105
238,S14000030,GLASGOW EAST,Scotland,Scotland,0.14835122001922926,0.33238053166333187,0.04225242314788348,,,0.4770158251695554,,,,,,,,38483
239,S14000031,GLASGOW NORTH,Scotland,Scotland,0.10516426735928822,0.31447044845403554,0.06614904257964688,0.008841977287170844,0.036141582161310824,0.4692326821585477,,,,,,,,36191
240,S14000032,GLASGOW NORTH EAST,Scotland,Scotland,0.10487840825350037,0.39389830508474577,0.03221812822402358,,,0.4690051584377303,,,,,,,,33925
241,S14000033,GLASGOW NORTH WEST,Scotland,Scotland,0.15155404555178054,0.28486221215553037,0.06835283754876054,,,0.4952309047439285,,,,,,,,39735
242,S14000034,GLASGOW SOUTH,Scotland,Scotland,0.13146301878043126,0.2913812364310857,0.0587230992981051,0.010876209345951985,0.026368484286406847,0.4811879518580191,,,,,,,,47443
243,S14000035,GLASGOW SOUTH WEST,Scotland,Scotland,0.11463619833364996,0.34583548185741037,0.03894482590170163,0.021765679702553803,,0.4788178142046842,,,,,,,,36847
244,S14000036,GLENROTHES,Scotland,Scotland,0.1665623646079045,0.2281086025128773,0.06351995378616473,0.030712944687815914,,0.5110961344052376,,,,,,,,41546
245,E14000712,GLOUCESTER,South West,England,0.5423517595417008,0.351201547503906,0.08068596086600699,,0.025760732088386282,,,,,,,,,53764
246,S14000037,GORDON,Scotland,Scotland,0.41251162457972673,0.05458187280921382,0.10574790757564918,,,0.42715859503541026,,,,,,,,55916
247,E14000713,GOSPORT,South East,England,0.6650981363383073,0.1846738076073721,0.11295482219883186,,0.03727323385548882,,,,,,,,,48453
248,W07000046,GOWER,Wales,Wales,0.41299851625376555,0.4542961197787869,0.050267523942268785,0.031001303898206017,,,0.05143653612697271,,,,,,,44482
249,E14000714,GRANTHAM AND STAMFORD,East Midlands,England,0.6570005178294019,0.19268610610145884,0.10986911415459887,,0.04044426191454029,,,,,,,,,56003
250,E14000715,GRAVESHAM,South East,England,0.6219512195121951,0.29434398654331373,0.054331370899915896,,0.029373423044575273,,,,,,,,,47560
251,E14000716,GREAT GRIMSBY,Yorkshire and The Humber,England,0.5485538126756733,0.32698642971559827,0.032338985099888175,0.07187112763320942,0.01553480218817058,,,,,,,,0.004714842687460332,33087
252,E14000717,GREAT YARMOUTH,East,England,0.6578850490083291,0.25148405503658366,0.03821729326768211,,0.02448115595232617,,,,,,,,0.02793244673507892,43462
253,E14000718,GREENWICH AND WOOLWICH,London,England,0.22065135542168673,0.5682417168674698,0.13653990963855422,0.02311746987951807,0.04448418674698795,,,,,,,,0.006965361445783132,53120
254,E14000719,GUILDFORD,South East,England,0.4487050519172734,0.07698078464135309,0.3918091763141293,,,,,,,,,,0.0825049871272442,58651
255,E14000720,HACKNEY NORTH AND STOKE NEWINGTON,London,England,0.1193021947101857,0.7029403489026449,0.07532006190208217,0.010709763646595385,0.08773564997186269,,,,,,,,0.00399198086662915,56864
256,E14000721,HACKNEY SOUTH AND SHOREDITCH,London,England,0.10835981557339408,0.7326365289590183,0.08914564925880343,0.013666672789727953,0.05415235401091129,,,,,,,,0.002038979408144896,54439
257,E14000722,HALESOWEN AND ROWLEY REGIS,West Midlands,England,0.6047231078049357,0.3195890896209706,0.041043806824890776,,0.022056913449049476,,,,,,,,0.0125870823001535,42345
258,E14000723,HALIFAX,Yorkshire and The Humber,England,0.40740023246803564,0.46269749020620776,0.04899048603039304,0.060549313358302125,0.020362477937061432,,,,,,,,,46458
259,E14000724,HALTEMPRICE AND HOWDEN,Yorkshire and The Humber,England,0.623656562004058,0.21527150003013318,0.10476305269290263,,0.03543662990417646,,,,,,,,0.020872255368729786,49779
260,E14000725,HALTON,North West,England,0.2241845767590849,0.6348721944462481,0.03895850918771508,0.08073068848343182,0.021254031123520117,,,,,,,,,46203
261,E14000726,HAMMERSMITH,London,England,0.23528845783781704,0.5787245506677443,0.13368356232921524,0.018743024285109496,0.03356040488011392,,,,,,,,,51966
262,E14000727,HAMPSTEAD AND KILBURN,London,England,0.24208416833667334,0.4893264790450466,0.22864860155092795,0.011919491156225495,0.0280212599111266,,,,,,,,,57385
263,E14000728,HARBOROUGH,East Midlands,England,0.5530103456096582,0.2515745215373611,0.15881295905371692,,0.02981559343324203,,,,,,,,0.006786580366021738,57319
264,E14000729,HARLOW,East,England,0.6345435253955806,0.3101674585966693,0.05528901600775015,,,,,,,,,,,43354
265,E14000730,HARROGATE AND KNARESBOROUGH,Yorkshire and The Humber,England,0.5262307462634139,0.09624672884064843,0.356306092698948,,,,,,,,,,0.021216432196989654,56937
266,E14000731,HARROW EAST,London,England,0.5442403669354023,0.3791598472449536,0.07659978581964398,,,,,,,,,,,49491
267,E14000732,HARROW WEST,London,England,0.34305746838612744,0.5244355410876007,0.08993781561704436,0.019427402862985686,0.02314177204624181,,,,,,,,,47922
268,E14000733,HARTLEPOOL,North East,England,0.28922679533104273,0.3768306650096255,0.04132855715573751,0.25837658698247923,,,,,,,,,0.03423739552111509,41037
269,E14000734,HARWICH AND NORTH ESSEX,East,England,0.6125512383811558,0.22415949810442046,0.11288801647325981,,0.03743047937955853,,,,,,,,0.012970767661605372,51963
270,E14000735,HASTINGS AND RYE,South East,England,0.4955595681173306,0.4210671776541254,0.0729631130928253,,,,,,,,,,0.01041014113571876,54274
271,E14000736,HAVANT,South East,England,0.6538654017711438,0.17970364890445834,0.12419765443112339,,0.034748362671076394,,,,,,,,0.007484932222198046,45959
272,E14000737,HAYES AND HARLINGTON,London,England,0.3474110105923535,0.5579169886802746,0.04425603491385189,0.02936764104196027,0.01679774514706551,,,,,,,,0.004250579624494249,43994
273,E14000738,HAZEL GROVE,North West,England,0.48774537486728864,0.12442115249949175,0.38783347263321966,,,,,,,,,,,44269
274,E14000739,HEMEL HEMPSTEAD,East,England,0.5649977570166371,0.2809580464590119,0.12320805133506271,,0.030836145189288292,,,,,,,,,51271
275,E14000740,HEMSWORTH,Yorkshire and The Humber,England,0.34800829024984625,0.374883276015214,0.039492563828091194,0.1350581911768055,0.020862277085658323,,,,,,,,0.08169540164438473,43907
276,E14000741,HENDON,London,England,0.4880254198819791,0.41122106218792553,0.08403086699954607,,0.01672265093054925,,,,,,,,,55075
277,E14000742,HENLEY,South East,England,0.5478139519052401,0.09697237869943327,0.3086505896968975,,0.046563079698429176,,,,,,,,,58759
278,E14000743,HEREFORD AND SOUTH HEREFORDSHIRE,West Midlands,England,0.6121339080691295,0.2156064939773597,0.12450147041050638,,0.04775812754300447,,,,,,,,,49646
279,E14000744,HERTFORD AND STORTFORD,East,England,0.5609877858022432,0.23449928445435483,0.14304256664558856,,0.04501281325922721,,,,,,,,0.016457549838586216,60094
280,E14000745,HERTSMERE,East,England,0.6254621381912917,0.2171905829166906,0.1256824320441354,,0.0316648468478823,,,,,,,,,52203
281,E14000746,HEXHAM,North East,England,0.5450054171180931,0.31642470205850487,0.10123510292524376,,0.03733477789815818,,,,,,,,,46150
282,E14000747,HEYWOOD AND MIDDLETON,North West,England,0.43069828167115903,0.4167368598382749,0.04365313342318059,0.0832210242587601,0.025690700808625337,,,,,,,,,47488
283,E14000748,HIGH PEAK,East Midlands,England,0.45860484004947116,0.4477138057704022,0.050763295368541524,0.021726690417735773,0.021191368393849334,,,,,,,,,54173
284,E14000749,HITCHIN AND HARPENDEN,East,England,0.47084302967505226,0.16916648264850265,0.3537225459054543,,,,,,,,,,0.00626794177099081,58871
285,E14000750,HOLBORN AND ST PANCRAS,London,England,0.15634135174162644,0.6452470679392808,0.12879935195294615,0.01817349346669954,0.04835698939879548,,,,,,,,0.003081745500651569,56786
286,E14000751,HORNCHURCH AND UPMINSTER,London,England,0.6576314521806795,0.22579390076703598,0.07155296994849372,,0.03557268314373587,,,,,,,,0.00944899396005484,53974
287,E14000752,HORNSEY AND WOOD GREEN,London,England,0.11175844857212994,0.5748465755666475,0.25994599459945994,0.012486703215776123,0.0358726781769086,,,,,,,,0.005089599869077817,61105
288,E14000753,HORSHAM,South East,England,0.5676607317921635,0.1490148951646058,0.233594762973973,,0.042187154106448244,,,,,,,,0.007542455962809526,63242
289,E14000754,HOUGHTON AND SUNDERLAND SOUTH,North East,England,0.328929190424757,0.40717389666172665,0.05825023234784356,0.154856697897566,0.02825852151415438,,,,,,,,0.022531461153952426,39811
290,E14000755,HOVE,South East,England,0.2807540210317249,0.5830008334663332,0.06616304020145058,0.019701725452643152,0.04426238229504708,,,,,,,,0.006117997552800979,56391
291,E14000756,HUDDERSFIELD,Yorkshire and The Humber,England,0.3718065039873932,0.48968530633685114,0.056515925696003055,0.03977842509908791,0.042213838880664725,,,,,,,,,41882
292,E14000757,HUNTINGDON,East,England,0.5475510169577493,0.21984208835612964,0.1594670904695082,,0.037753394085921516,,,,,,,,0.035386410130691326,59147
293,E14000758,HYNDBURN,North West,England,0.48495495920388626,0.4153657501296986,0.0289110031599302,0.050841862000660286,0.019926425505824647,,,,,,,,,42406
294,E14000759,ILFORD NORTH,London,England,0.40118529752165066,0.5053078979925769,0.05347807000039909,0.01915632358223251,0.016861555653110906,,,,,,,,0.0040108552500299315,50114
295,E14000760,ILFORD SOUTH,London,England,0.20539671260541914,0.6560764440787629,0.03356583203994241,0.018849224900424483,0.013351534304467342,,,,,,,,0.07276025207098379,53477
296,S14000038,INVERCLYDE,Scotland,Scotland,0.15700573891687342,0.29529108087111244,0.06415557727489161,,,0.4835476029371225,,,,,,,,39903
297,S14000039,"INVERNESS, NAIRN, BADENOCH AND STRATHSPEY",Scotland,Scotland,0.28839627805145046,0.0752234993614304,0.10665936872833424,0.01966794380587484,0.031180441525269113,0.4788724685276409,,,,,,,,54810
298,E14000761,IPSWICH,East,England,0.5032775973698542,0.39276709897335566,0.04919421529276508,0.028883196514653382,0.02587789184937171,,,,,,,,,49579
299,E14000762,ISLE OF WIGHT,South East,England,0.5617124741409419,0.2428467800435238,,,0.15230649364606003,,,,,,,,0.043134252169474224,74442
300,E14000763,ISLINGTON NORTH,London,England,0.10190502741380912,0.6431186692686554,0.15639810426540285,0.013790539912647523,0.08040144967939783,,,,,,,,0.004386209460087352,53805
301,E14000764,ISLINGTON SOUTH AND FINSBURY,London,England,0.1682491216329262,0.5625104567508784,0.20012129831018907,0.02375773799564999,0.04155512799063075,,,,,,,,0.003806257319725615,47816
302,W07000077,ISLWYN,Wales,Wales,0.28797671033478894,0.4470451237263464,0.03822416302765648,0.1407278020378457,0.019475982532751093,,0.06655021834061135,,,,,,,34350
303,E14000765,JARROW,North East,England,0.27599666142969365,0.4507806362922231,0.05793401413982718,0.10118813825608798,0.020399646504320502,,,,,,,,0.0937009033778476,40736
304,E14000766,KEIGHLEY,Yorkshire and The Humber,England,0.48095057034220534,0.4387832699619772,0.048916349809885934,0.016159695817490494,,,,,,,,,0.015190114068441065,52600
305,E14000767,KENILWORTH AND SOUTHAM,West Midlands,England,0.5770481206152442,0.1794779169914634,0.19008688708481472,,0.04469836682700534,,,,,,,,0.008688708481472327,52597
306,E14000768,KENSINGTON,London,England,0.38316347516109867,0.3797358438828207,0.21278734975549563,0.008774736072391572,0.01222521822585805,,,,,,,,0.0033133769023353595,43762
307,E14000769,KETTERING,East Midlands,England,0.6034521180689209,0.2638115111120115,0.06821174611535423,,0.03125949636352586,,,,,,,,0.0332651283401876,49361
308,S14000040,KILMARNOCK AND LOUDOUN,Scotland,Scotland,0.24263609833931682,0.18914152547710525,0.051311120908651926,,,0.508408389494237,,,,,,,0.008502865780689046,47631
309,E14000770,KINGSTON AND SURBITON,London,England,0.33878973145317687,0.1072872497781284,0.5111757551852217,0.01295072806758045,0.01705946159155902,,,,,,,,0.012737073924333563,60846
310,E14000771,KINGSTON UPON HULL EAST,Yorkshire and The Humber,England,0.3536773318537698,0.3918685654398619,0.05261697799149251,0.17767092041181184,0.02416620430306393,,,,,,,,,32442
311,E14000772,KINGSTON UPON HULL NORTH,Yorkshire and The Humber,England,0.2759991813583604,0.49799725170306697,0.06093032774902786,0.1394906879513493,0.02558255123819548,,,,,,,,,34203
312,E14000773,KINGSTON UPON HULL WEST AND HESSLE,Yorkshire and The Humber,England,0.33575711187651486,0.4268401581834418,0.056002041076667945,0.1798060977165455,0.0015945911468299527,,,,,,,,,31356
313,E14000774,KINGSWOOD,South West,England,0.5619499533601006,0.3344283570588474,0.06937178083302915,,0.024333860566978952,,,,,,,,0.009916048181043923,49314
314,S14000041,KIRKCALDY AND COWDENBEATH,Scotland,Scotland,0.20102116796085523,0.3260291458355494,0.061759387299223485,0.024082544410169132,0.03463461333900649,0.35247314115519623,,,,,,,,47005
315,E14000775,KNOWSLEY,North West,England,0.08067275838217627,0.8077105100294878,0.020332010630164914,0.06094142487895446,0.022971349521278533,,,,,,,,0.007371946557938039,54938
316,N06000009,LAGAN VALLEY,Northern Ireland,Northern Ireland,0.021032925889219248,,,,,,,0.43136218478141175,0.024182358771060456,0.0387182028410968,0.18953859707080717,0.28822816870388723,0.006937561942517344,45405
317,S14000042,LANARK AND HAMILTON EAST,Scotland,Scotland,0.32137473620741636,0.20229122701236057,0.057224148326801325,,,0.4191098884534218,,,,,,,,53072
318,E14000776,LANCASTER AND FLEETWOOD,North West,England,0.41584289789690176,0.4684756407704726,0.04462725845330503,0.04018222428625135,0.030871978593069286,,,,,,,,,45219
319,E14000777,LEEDS CENTRAL,Yorkshire and The Humber,England,0.2260977193409626,0.6170968265562861,0.047540784027270515,0.06085139193247301,0.04271163054946839,,,,,,,,0.005701647593539486,49284
320,E14000778,LEEDS EAST,Yorkshire and The Humber,England,0.3567807026528731,0.4984123732459285,0.04598996210181297,0.07633411861108266,0.022482843388302774,,,,,,,,,39052
321,E14000779,LEEDS NORTH EAST,Yorkshire and The Humber,England,0.23633663366336632,0.5747326732673267,0.11217821782178218,0.03502970297029703,0.03823762376237624,,,,,,,,0.003485148514851485,50500
322,E14000780,LEEDS NORTH WEST,Yorkshire and The Humber,England,0.2682872390073656,0.4863949029076964,0.19067426901771403,0.026459428200393646,0.028184160866830347,,,,,,,,,49283
323,E14000781,LEEDS WEST,Yorkshire and The Humber,England,0.288523125046548,0.5507807651249969,0.044363347483925425,0.06665673642660311,0.031627814602418015,,,,,,,,0.01804821131550855,40281
324,E14000782,LEICESTER EAST,East Midlands,England,0.38588858987070274,0.5076789219157848,0.05665607737601425,0.025151251492280608,0.017968070253535945,,,,,,,,0.006657089091681674,49421
325,E14000783,LEICESTER SOUTH,East Midlands,England,0.21797914132450597,0.670149759706463,0.05491853949388797,0.023670408997547212,0.03328215047759587,,,,,,,,,50147
326,E14000784,LEICESTER WEST,East Midlands,England,0.3761035226455787,0.49722501797268154,0.05199137311286844,0.04658519051042415,0.02809489575844716,,,,,,,,,34775
327,E14000785,LEIGH,North West,England,0.4526703420677324,0.41084314268077227,0.04793631196917772,0.06728538283062645,,,,,,,,,0.02126482045169118,46979
328,E14000786,LEWES,South East,England,0.4788973765291426,0.05844925343202494,0.43410329802556014,,0.026489945488687536,,,,,,,,0.0020601265245847843,54851
329,E14000789,"LEWISHAM, DEPTFORD",London,England,0.1138383181621153,0.7082791504117902,0.10428406299667678,0.014250108365843086,0.055718104320184945,,,,,,,,0.0036302557433896838,55368
330,E14000787,LEWISHAM EAST,London,England,0.21539663059243558,0.5949124177172822,0.11244003123954033,0.027535423407341292,0.03806761129086243,,,,,,,,0.011647885752538212,44815
331,E14000788,LEWISHAM WEST AND PENGE,London,England,0.19802303262955853,0.6115163147792706,0.1201535508637236,0.02034548944337812,0.04587332053742802,,,,,,,,0.0040882917466410745,52100
332,E14000790,LEYTON AND WANSTEAD,London,England,0.18021415583540978,0.6473163175971446,0.10474330482411835,0.01762183760971558,0.04051900240195749,,,,,,,,0.009585381731654208,44547
333,E14000791,LICHFIELD,West Midlands,England,0.6453429148222918,0.20754542255477562,0.1043098179393625,,0.03228196247661734,,,,,,,,0.010519882206952753,53993
334,E14000792,LINCOLN,East Midlands,England,0.47931027671887655,0.4099034150388117,0.04783819550060242,0.021311896343992574,0.023603073337415317,,,,,,,,0.018033143060301408,50629
335,S14000043,LINLITHGOW AND EAST FALKIRK,Scotland,Scotland,0.24725227174383385,0.18203375162267416,0.07603634790134141,0.021756815231501515,0.020493292946776286,0.4422501081782778,,,,,,,0.01017741237559498,57775
336,E14000793,"LIVERPOOL, RIVERSIDE",North West,England,0.07817916611415257,0.7798973270946599,0.05107124590350262,0.03370020269374301,0.05715205819394192,,,,,,,,,52789
