,id,Constituency,Country/Region,Con Vote,Labour Vote,Liberal Vote,SNP/PC Vote,DUP Vote,OUP Vote,SDLP Vote,Alliance Vote,Other Vote,Total votes
223,235,FARNHAM,South East,0.5832236332662227,0.14513318878736256,0.2644029735171132,,,,,,0.007240204429301534,51656
224,236,FARNWORTH,North West,0.3554577023592167,0.5005727991980812,0.14396949844270218,,,,,,,55866
225,237,FAVERSHAM,South East,0.5435833387400246,0.34631479919548436,0.10298124959449816,,,,,,0.007120612469992863,61652
226,238,FELTHAM AND HESTON,London,0.4139011488831239,0.4830531316330312,0.08508810350055591,,,,,,0.017957615983288974,59362
227,239,FERMANAGH AND SOUTH TYRONE,Northern Ireland,,,,,,0.33700449055435117,,0.020710746361102508,0.6422847630845463,51664
228,240,FIFE CENTRAL,Scotland,0.2016345911421128,0.5802798554500378,,0.19346163543154887,,,,,0.02462391797630053,47596
229,242,FINCHLEY,London,0.525155653745732,0.32737497489455714,0.1319039967865033,,,,,,0.015565374573207471,39832
230,245,FOLKESTONE AND HYTH,South East,0.5573971379317507,0.20800880636384406,0.22466612665378943,,,,,,0.009927929050615823,48147
231,246,FULHAM,London,0.46678192715537115,0.4322268326417704,0.08948824343015215,,,,,,0.011502996772706317,43380
232,249,GAINSBOROUGH,East Midlands,0.46382404013119816,0.19940189079683582,0.3257765772718503,,,,,,0.010997491800115763,51830
233,250,GALLOWAY,Scotland,0.4584968397088338,0.08510319623760597,0.08543270526914896,0.3709672587844112,,,,,,33383
234,251,GATESHEAD EAST,North East,0.2991818085219424,0.6115396875996175,0.08927850387844012,,,,,,,47055
235,252,GATESHEAD WEST,North East,0.25942857142857145,0.6724472049689441,0.05888198757763975,,,,,,0.009242236024844721,20125
236,253,GILLINGHAM,South East,0.5313249905796957,0.32310651885052455,0.1233365725958392,,,,,,0.022231917973940463,50423
237,254,GLASGOW CATHCART,Scotland,0.41759392590653227,0.45948422568399006,0.05346249509098049,0.06945935331849719,,,,,,38195
238,255,GLASGOW CENTRAL,Scotland,0.1643335878510223,0.7246966997539662,,0.11096971239501145,,,,,,11787
239,256,GLASGOW CRAIGTON,Scotland,0.2845735898898328,0.5989253444601207,,0.11650106565004653,,,,,,33313
240,257,GLASGOW GARSCADDEN,Scotland,0.21873859786291375,0.6148292937190514,,0.1566849100860047,,,,,0.009747198332030232,38370
241,258,GLASGOW GOVAN,Scotland,0.1853057428504999,0.6786793768890955,,0.13601488026040456,,,,,,17204
242,259,GLASGOW HILLHEAD,Scotland,0.4104470182192281,0.3440082301795374,0.1443268177745329,0.10121793382670162,,,,,,30133
243,260,GLASGOW KELVINGROVE,Scotland,0.28818157157066643,0.5033456912921602,0.10905145130662809,0.09942128583054526,,,,,,22118
244,261,GLASGOW MARYHILL,Scotland,0.14956501362078561,0.6620580567679194,0.06830897214329652,0.1116611500043938,,,,,0.008406807463604674,34139
245,262,GLASGOW POLLOK,Scotland,0.2972295666168525,0.49247039889642485,0.09072307161742729,0.09626393838372227,,,,,0.023313024485573056,43495
246,263,GLASGOW PROVAN,Scotland,0.1511584292680112,0.6948555930638507,,0.13754003289188954,,,,,0.016445944776248594,34659
247,264,GLASGOW QUEEN'S PARK,Scotland,0.24069965870307167,0.6450511945392492,,0.09709897610921502,,,,,0.017150170648464164,23440
248,265,GLASGOW SHETTLESTON,Scotland,0.2202011850626981,0.6409903082081668,,0.13880850672913508,,,,,,21771
249,266,GLASGOW SPRINGBURN,Scotland,0.21360039218432664,0.6607955739197423,,0.12560403389593108,,,,,,28558
250,267,GLOUCESTER,South West,0.48718296224588575,0.3629622458857696,0.1396515004840271,,,,,,0.010203291384317522,51650
251,270,GOOLE,Yorkshire and the Humber,0.34173162872882235,0.5756158403492361,0.08265253092194158,,,,,,,48105
252,271,GOSPORT,South East,0.6176233838104341,0.26311817678724153,0.11925843940232429,,,,,,,39754
253,272,GOWER,Wales,0.3054578028024826,0.5324077036278713,0.0905368225734212,0.07159767099622497,,,,,,46887
254,273,GRANTHAM,East Midlands,0.5552075768579037,0.28060699588477367,0.16418542725732269,,,,,,,66096
255,274,GRAVESEND,South East,0.5195279029271124,0.3903645761353271,0.08177395726802841,,,,,,0.008333563669532048,72358
256,275,GREENOCK AND PORT GLASGOW,Scotland,0.10850937286604842,0.5302332753265634,0.2817146507478468,0.07566579289380355,,,,,0.003876908165737824,45397
257,276,GREENWICH,London,0.3334249361070653,0.5214487894693451,0.10635082030283877,,,,,,0.03877545412075078,36389
258,277,GRIMSBY,Yorkshire and the Humber,0.3967650610758053,0.5203223060323494,0.07596365148185544,,,,,,0.006948981409989903,50511
259,278,GUILDFORD,South East,0.5724872710141514,0.21179945278950515,0.21150953994455418,,,,,,0.004203736251789306,55189
260,279,HACKNEY CENTRAL,London,0.2761063213250814,0.5904911816263013,0.06564590562730298,,,,,,0.06775659142131435,27953
261,281,HACKNEY SOUTH AND SHOREDITCH,London,0.28244746600741655,0.5414091470951793,0.0922048825710754,,,,,,0.0839385043263288,25888
262,282,HALESOWEN AND STOURBRIDGE,West Midlands,0.4958760272644563,0.3621638552060495,0.12822348501797246,,,,,,0.013736632511521768,67047
263,283,HALIFAX,Yorkshire and the Humber,0.4126692021428863,0.43790128000654316,0.1401259559154296,,,,,,0.009303561935140883,48906
264,284,HALTEMPRICE,Yorkshire and the Humber,0.5577093934254099,0.20584766981665456,0.23644293675793554,,,,,,,61905
265,285,HAMILTON,Scotland,0.23755123820611707,0.5964976109049456,,0.1659511508889374,,,,,,41229
266,286,HAMMERSMITH NORTH,London,0.3838951310861423,0.48188831125272513,0.11590921795516798,,,,,,0.01830733970596456,35778
267,287,HAMPSTEAD,London,0.4730340463995179,0.38772104665446033,0.1333348784388254,,,,,,0.005910028507196329,43147
268,288,HARBOROUGH,East Midlands,0.6036696915358003,0.2055824231556449,0.1725986705066203,,,,,,0.018149214801934467,55209
269,289,HARLOW,Eastern,0.40099373270848626,0.42719214047766924,0.1560047428151996,,,,,,0.01580938399864491,53133
270,290,HARROGATE,Yorkshire and the Humber,0.5946319436334618,0.16001012106349022,0.23397173887656195,,,,,,0.011386196426486044,51378
271,291,"HARROW,CENTRAL",London,0.48956217059741486,0.3569767099490622,0.14088861408002826,,,,,,0.012572505373494686,33963
272,292,"HARROW,EAST",London,0.5432326913066111,0.33818323789692867,0.10369599167100468,,,,,,0.014888079125455492,38420
273,293,"HARROW,WEST",London,0.5805522691251647,0.24095363528807734,0.16407348706386587,,,,,,0.014420608522892158,44797
274,295,HARWICH,Eastern,0.5432150373338714,0.24501974803240406,0.2031596851846513,,,,,,0.00860552944907314,69374
275,296,HASTINGS,South East,0.5152562862669245,0.2996131528046422,0.15652804642166343,,,,,,0.028602514506769827,41360
276,297,HAVANT AND WATERLOO,South East,0.5730022224369504,0.2454343414822688,0.18156343608078074,,,,,,,62094
277,298,HAYES AND HARLINGTON,London,0.40466187186973346,0.4830401860950889,0.09257281207719148,,,,,,0.019725129957986184,42129
278,299,HAZEL GROVE,North West,0.5550039374122642,0.15143629951723903,0.2935597630704968,,,,,,,58414
279,300,HEMEL HEMPSTEAD,Eastern,0.487326656394453,0.42326656394453005,0.08107344632768361,,,,,,0.008333333333333333,77880
280,301,HEMSWORTH,Yorkshire and the Humber,0.19954622585749968,0.6960857213674236,0.10436805277507674,,,,,,,52449
281,302,"HENDON,NORTH",London,0.5205685492968338,0.3603319044395979,0.10310596375122208,,,,,,0.015993582512346144,39891
282,303,"HENDON,SOUTH",London,0.5277044158039299,0.29661419818297063,0.15315339108387915,,,,,,0.022527994929220366,37864
283,304,HENLEY,South East,0.5866171003717472,0.18460183917041675,0.22878106045783603,,,,,,,51110
284,305,HEREFORD,West Midlands,0.47738776864990456,0.1483279395900755,0.3742842917600199,,,,,,,48204
285,306,HERTFORD STEVENAGE,Eastern,0.4506908254405521,0.43228774690087046,0.10877128210953808,,,,,,0.008250145549039377,70423
286,308,HERTFORDSHIRE SOUTH,Eastern,0.5406905653785687,0.31168604312637077,0.13588106282631057,,,,,,0.011742328668749878,51523
287,310,HEXHAM,North East,0.4797703097053563,0.31883648686811633,0.20139320342652733,,,,,,,53115
288,311,HEYWOOD AND ROYTON,North West,0.41606326219512196,0.45237868394308944,0.12137957317073171,,,,,,0.01017848069105691,62976
289,312,HIGH PEAK,East Midlands,0.46449112535818093,0.3664680780886021,0.16904079655321694,,,,,,,48509
290,313,HITCHIN,Eastern,0.525449504950495,0.3158811881188119,0.13028118811881187,,,,,,0.028388118811881188,63125
291,314,HOLBORN AND ST.PANCRAS,London,0.3978759174970271,0.49313158650100464,0.08980194365850658,,,,,,0.01919055234346168,24387
292,315,HOLLAND WITH BOSTON,East Midlands,0.5552422134486432,0.2805665225292975,0.16419126402205927,,,,,,,63828
293,316,HONITON,South West,0.6241668316504982,0.14445984293539232,0.2078961261796344,,,,,,0.02347719923447502,60612
294,317,HORNCASTLE,East Midlands,0.5512205191722145,0.16101563709552563,0.27953243536151107,,,,,,0.008231408370748827,38754
295,318,HORNCHURCH,London,0.4486775156637652,0.4325091459568563,0.09791430133299693,,,,,,0.020899037046381564,47562
296,319,HORNSEY,London,0.49372619861341666,0.39517625231910947,0.09906259154379456,,,,,,0.012034957523679328,40964
297,320,HORSHAM,South East,0.5221485573971761,0.33772866789441375,0.13406998158379374,,,,,,0.006052793124616329,81450
298,321,HOUGHTON-LE-SPRING,North East,0.20650472885622917,0.6845161143997641,0.1015853575559638,,,,,,0.0073937991880429115,44091
299,322,HOVE,South East,0.6010090977712447,0.21467164594175836,0.1742282785745501,,,,,,0.010090977712446863,50342
300,323,HOWDEN,Yorkshire and the Humber,0.5603275436337927,0.18629044171960407,0.2533820146466032,,,,,,,47383
301,324,"HUDDERSFIELD,EAST",Yorkshire and the Humber,0.3974525150805125,0.47459993020589264,0.12189042325140835,,,,,,0.00605713146218655,40118
302,325,"HUDDERSFIELD,WEST",Yorkshire and the Humber,0.44240424616267393,0.4063501171520107,0.14883087075025103,,,,,,0.002414765935064314,41826
303,329,HUNTINGDONSHIRE,Eastern,0.5534853617560385,0.2565479633148806,0.1764300862045223,,,,,,0.01353658872455865,72618
304,330,HUYTON,North West,0.37717539346246975,0.5192380447941889,0.10358656174334141,,,,,,,52864
305,331,"ILFORD,NORTH",London,0.5133389114825553,0.3733338522309354,0.08888715923021541,,,,,,0.024440077056293905,51391
306,332,"ILFORD,SOUTH",London,0.46829481452709265,0.42731598368615265,0.08894931054573704,,,,,,0.015439891241017674,41192
307,333,ILKESTON,East Midlands,0.35987006581744585,0.5061310566506233,0.13399887753193082,,,,,,,58799
308,334,INCE,North West,0.32895548556771326,0.5616903146206046,0.10217864216370662,,,,,,0.007175557647975584,61598
309,335,INVERNESS,Scotland,0.24817502576434214,0.20581415321195465,0.33742700103057366,0.20617914805908621,,,,,0.0024046719340432843,46576
310,336,IPSWICH,Eastern,0.42951470979113915,0.48184883119063276,0.08074647118895402,,,,,,0.007889987829274093,71483
311,338,ISLE OF WIGHT,South East,0.4773911875335841,0.040488984416980116,0.48211982804943576,,,,,,,74440
312,339,ISLINGTON CENTRAL,London,0.356221198156682,0.5151689708141322,0.08609831029185867,,,,,,0.04251152073732719,26040
313,341,ISLINGTON SOUTH AND FINSBURY,London,0.3406957025271953,0.5203706001571742,0.08235099474707366,,,,,,0.056582702568556895,24177
314,340,"ISLINGTON,NORTH",London,0.3357536411395379,0.5260752573356682,0.0887968222782215,,,,,,0.049374279246572415,23413
315,342,JARROW,North East,0.29060166071345733,0.5579858050749177,0.09062021617108132,,,,,,0.06079231804054368,43114
316,343,KEIGHLEY,Yorkshire and the Humber,0.4477203231253708,0.4495002510154717,0.09269316781525261,,,,,,0.010086258043904887,43822
317,344,KENSINGTON,London,0.5128803545051699,0.35149187592319053,0.1044903988183161,,,,,,0.031137370753323484,33850
318,345,KETTERING,East Midlands,0.4293763551295219,0.45045931758530183,0.12016432728517631,,,,,,,70104
319,346,KIDDERMINSTER,West Midlands,0.5373567363949667,0.2864630920894446,0.1593171435441212,,,,,,0.0168630279714675,62385
320,347,KILMARNOCK,Scotland,0.2912409057467506,0.5255865282432763,,0.18317256600997303,,,,,,48932
321,348,KINGSTON UPON THAMES,London,0.5785457497390699,0.26440913835092195,0.1570451119100081,,,,,,,43115
322,326,KINGSTON-UPON-HULL CENTRAL,Yorkshire and the Humber,0.34397776116613715,0.5213511493178845,0.11841244627172491,,,,,,0.01625864324425341,42808
323,327,KINGSTON-UPON-HULL EAST,Yorkshire and the Humber,0.24932193442986977,0.6251050803368915,0.11964090281853221,,,,,,0.005932082414706489,63047
324,328,KINGSTON-UPON-HULL WEST,Yorkshire and the Humber,0.32737439633991355,0.5577677991471095,0.1032505860092067,,,,,,0.011607218503770228,35409
325,349,KINGSWOOD,South West,0.45370138500953516,0.4478646967041011,0.09346406487777628,,,,,,0.004969853408587444,51913
326,350,KINROSS AND WEST PERTHSHIRE,Scotland,0.5050922461198061,0.08437184785084437,0.11622685712426382,0.29430904890508575,,,,,,30733
327,351,KIRKCALDY BURGHS,Scotland,0.26213201836998157,0.538591775835432,,0.19927620579458635,,,,,,47251
328,352,KNUTSFORD,North West,0.5957621842760583,0.199928850942725,0.1889674493062967,,,,,,0.015341515474919958,44976
329,353,LAMBETH CENTRAL,London,0.33065188245099103,0.5471971591114976,0.08475558937565678,,,,,,0.03739536906185455,27597
330,443,"LAMBETH,NORWOOD",London,0.41713687394566923,0.47356174742597873,0.08873829329300215,,,,,,0.020563085335349892,34382
331,587,"LAMBETH,VAUXHALL",London,0.3356761315715491,0.524438732479216,0.07397887465360055,,,,,,0.06590626129563436,24899
332,354,LANARK,Scotland,0.30927417433160176,0.43173044845827574,0.07070009054949244,0.18829528666063003,,,,,,41966
333,356,LANCASTER,North West,0.4764360617893367,0.3726515877108966,0.14609887276210123,,,,,,0.0048134777376654635,40719
334,357,"LEEDS,EAST",Yorkshire and the Humber,0.33261802575107297,0.5542792224185812,0.09723975427080704,,,,,,0.015862997559538836,47532
335,358,"LEEDS,NORTH EAST",Yorkshire and the Humber,0.4896152454468701,0.3597394765408274,0.12854902906766374,,,,,,0.022096248944638765,41455
336,359,"LEEDS,NORTH WEST",Yorkshire and the Humber,0.47478389037166874,0.35101382304903794,0.15733179301278732,,,,,,0.016870493566505995,50206
337,360,"LEEDS,SOUTH",Yorkshire and the Humber,0.23404008132442639,0.6502468777229161,0.1036305547487656,,,,,,0.012082486203891955,34430
338,361,"LEEDS,SOUTH EAST",Yorkshire and the Humber,0.2317573784415033,0.5634156698987898,0.19215797296340859,,,,,,0.012668978696298393,28258
339,362,"LEEDS,WEST",Yorkshire and the Humber,0.2696446794693385,0.4937842100380369,0.22576305779756936,,,,,,0.0108080526950552,43116
340,363,LEEK,West Midlands,0.5188006252664488,0.36858036094926816,0.09199943157595566,,,,,,0.020619582208327412,70370
341,364,LEICESTER EAST,East Midlands,0.41282454760031473,0.46900078678206136,0.09093233674272226,,,,,,0.02724232887490165,50840
342,365,LEICESTER SOUTH,East Midlands,0.4263243468068212,0.46409800733542556,0.0918062540174689,,,,,,0.017771391840284343,52894
343,366,LEICESTER WEST,East Midlands,0.35403368611786024,0.5360128484948318,0.08302104352839434,,,,,,0.026932421858913643,48566
344,367,LEIGH,North West,0.3651673333983803,0.5412430481022539,0.0935896184993658,,,,,,,51245
345,368,LEOMINSTER,West Midlands,0.5350250721774806,0.053158081345286934,0.41181684647723243,,,,,,,39486
346,369,LEWES,South East,0.5841854709814908,0.19165793046556792,0.211026517950745,,,,,,0.013130080602196366,58187
347,370,LEWISHAM EAST,London,0.42764028719265174,0.4595884641610846,0.08553607957963981,,,,,,0.027235169066623884,49862
348,371,"LEWISHAM,WEST",London,0.44118495506490624,0.4644846333074448,0.0743370686785754,,,,,,0.01999334294907356,45065
349,372,LEYTON,London,0.37411105698977104,0.5137603507062835,0.0834145153433999,,,,,,0.028714076960545544,41060
350,373,LICHFIELD AND TAMWORTH,West Midlands,0.5034307712859624,0.40083552943176715,0.08996514579259925,,,,,,0.005768553489671253,82343
351,374,LINCOLN,East Midlands,0.4181151068984171,0.40395606463297035,0.13260578121692498,,,,,,0.04532304725168756,42517
352,375,"LIVERPOOL,EDGE HILL",North West,0.12694640222914277,0.3463776430093427,0.5204474676282577,,,,,,0.0062284871332568435,24404
353,376,"LIVERPOOL,GARSTON",North West,0.48079719442306046,0.4331194936275768,0.08365409289196818,,,,,,0.002429219057394577,58455
354,377,"LIVERPOOL,KIRKDALE",North West,0.30710008554319934,0.5607356715141146,0.12564979930249393,,,,,,0.006514443640192143,30394
355,378,"LIVERPOOL,SCOTLAND",North West,0.12208800690250216,0.7506471095772217,0.10456212251941328,,,,,,0.02270276100086281,18544
356,379,"LIVERPOOL,TOXTETH",North West,0.3204868154158215,0.5470403835515397,0.11823713811543426,,,,,,0.0142356629172045,27115
357,380,"LIVERPOOL,WALTON",North West,0.3459071430521058,0.552201326527827,0.09495864836094658,,,,,,0.006932882059120561,36637
358,381,"LIVERPOOL,WAVERTREE",North West,0.5027365309562848,0.3424243124032977,0.15483915664041753,,,,,,,43303
359,382,"LIVERPOOL, WEST DERBY",North West,0.3527532741971153,0.5547337641595204,0.09251296164336438,,,,,,,40697
360,383,LLANELLI,Wales,0.20469962661036498,0.5946083318671437,0.1144800891443317,0.07415009872343753,,,,,0.012061853654722109,51153
361,384,LONDONDERRY,Northern Ireland,,,,,,0.49654998978356885,0.301541895226569,0.09163352875532434,0.11027458623453783,63623
362,385,LOUGHBOROUGH,East Midlands,0.47963159759121504,0.39591987891669084,0.10707500080507519,,,,,,0.01737352268701897,62106
363,386,LOUTH,East Midlands,0.448502722323049,0.21492391456093815,0.3320187072455675,,,,,,0.004554655870445344,57304
364,387,LOWESTOFT,Eastern,0.5045578920316256,0.3863248121664727,0.10254123267169572,,,,,,0.00657606313020605,66149
365,388,LUDLOW,West Midlands,0.5278359885878758,0.14434317166157498,0.3162067311333855,,,,,,0.011614108617163632,39607
366,389,LUTON EAST,Eastern,0.4372452737539897,0.4164497913086177,0.12975693591946968,,,,,,0.016547999017922907,40730
367,390,LUTON WEST,Eastern,0.4409321259450029,0.4358228794550137,0.10868571903298165,,,,,,0.014559275567001744,48148
368,391,MACCLESFIELD,North West,0.584602381195261,0.24451698459655208,0.170880634208187,,,,,,,68621
369,392,MAIDSTONE,South East,0.525899802057487,0.2318436532939307,0.2324569962920628,,,,,,0.009799548356519557,71738
370,393,MALDON,Eastern,0.5782499071594707,0.2511189726951117,0.1706311201454176,,,,,,,51163
371,396,MANCHESTER CENTRSL,North West,0.22123627613174915,0.7077254725021307,0.052739760364967164,,,,,,0.018298491001153057,19947
372,394,"MANCHESTER,ARDWICK",North West,0.3275255596830928,0.5665866728031822,0.09645287484795687,,,,,,0.009434892665768106,30419
373,395,"MANCHESTER,BLACKLEY",North West,0.392303501560101,0.5038383438165519,0.09578525085434104,,,,,,0.008072903769005994,40382
374,397,"MANCHESTER,GORTON",North West,0.3844805225995485,0.5354003554445459,0.06885537249627743,,,,,,0.011263749459628224,41638
375,398,"MANCHESTER,MOSS SIDE",North West,0.38690249963455636,0.5193685133752375,0.08715100131559714,,,,,,0.006577985674608975,34205
376,399,"MANCHESTER,OPENSHAW",North West,0.36168434820520273,0.6212396454003779,,,,,,,0.017076006394419415,27524
377,400,"MANCHESTER,WITHINGTON",North West,0.4725423389117146,0.3885659885760096,0.13495841266659986,,,,,,0.00393325984567592,39916
378,401,"MANCHESTER,WYTHENSHAWE",North West,0.324395072591289,0.590849098108227,0.08475582930048395,,,,,,,45460
379,402,MANSFIELD,East Midlands,0.31890004679120326,0.5228197098945399,0.15361911960551417,,,,,,0.004661123708742756,55566
380,403,MELTON,East Midlands,0.585593713620489,0.2311117578579744,0.18329452852153666,,,,,,,68720
381,404,MERIDEN,West Midlands,0.48765472612000055,0.43348253547379334,0.06531640917265007,,,,,,0.013546329233556042,76183
382,405,MERIONETH,Wales,0.23609399753564514,0.23464178841753214,0.12110543918324239,0.4081587748635804,,,,,,22724
383,406,MERTHYR TYDFIL,Wales,0.1410182884088447,0.7132479449436054,0.0406232077996559,0.09437328745300452,,,,,0.010737271394889442,31386
384,456,MID OXFORDSHIRE,South East,0.5691861627674465,0.2600279944011198,0.16730653869226156,,,,,,0.0034793041391721654,50010
385,48,MID-BEDFORDSHIRE,Eastern,0.5687235229379928,0.2584010492831406,0.17287542777886658,,,,,,,66331
386,407,MIDDLESBOROUGH,North East,0.3043379976038158,0.5622442751542827,0.09094197165268893,,,,,,0.04247575558921265,44237
387,408,MIDDLETON AND PRESTWICK,North West,0.43984518499081604,0.4578522697454736,0.0965625819994752,,,,,,0.005739963264235109,60976
388,409,MIDLOTHIAN,Scotland,0.26352335939380883,0.4781231389145833,0.09033312637007565,0.16802037532153222,,,,,,78919
389,584,MID-ULSTER,Northern Ireland,,,,,,,0.2942946612693806,0.05317345146261361,0.6525318872680058,65465
390,410,MITCHAM AND MORDEN,London,0.4390722122564766,0.45196278836927956,0.08881565224646448,,,,,,0.0201493471277794,47942
391,411,MONMOUTH,Wales,0.5047166262957558,0.3578467510193028,0.12779273925406592,0.009643883430875471,,,,,,66467
392,412,MONTGOMERY,Wales,0.4033431729251047,0.1630740715315439,0.3486647902793986,0.08491796526395277,,,,,,29134
393,413,MORAY AND NAIRN,Scotland,0.4007664778651337,0.08746865049172936,0.12289007242088652,0.3888747992222504,,,,,,35487
394,414,MORECAMBE AND LONSDALE,North West,0.5539821996912581,0.25257761430123304,0.1934401860075089,,,,,,,52471
395,415,MORPETH,North East,0.2566206735872013,0.5628931631675684,0.18048616324523026,,,,,,,38629
396,416,MOTHERWELL AND WISHAW,Scotland,0.28932713431768253,0.568717110305012,,0.12305216369488581,,,,,0.01890359168241966,39146
397,417,NANTWICH,North West,0.5031416902293434,0.35184967012252594,0.1290252906063462,,,,,,0.01598334904178448,50928
398,418,NEATH,Wales,0.20152064067117934,0.645223567546954,,0.1532557917818667,,,,,,41956
399,419,NELSON AND COLNE,North West,0.45008990495761625,0.4388903159517082,0.11101977909067558,,,,,,,38930
400,427,NEW FOREST,South East,0.59505992577721,0.19696416621037902,0.20797590801241103,,,,,,,65748
401,420,NEWARK,East Midlands,0.45845741512805244,0.4294884521209715,0.11205413275097612,,,,,,,60444
402,421,NEWBURY,South East,0.5283412560204578,0.10473635493638317,0.36692238904315905,,,,,,,63741
403,422,NEWCASTLE UNDER LYME,West Midlands,0.4131869247428262,0.4847218462371413,0.09945181375203031,,,,,,0.0026394152680021656,59104
404,423,NEWCASTLE-UPON-TYNE CENTRAL,North East,0.19300970873786408,0.6728155339805825,0.1341747572815534,,,,,,,15450
405,424,NEWCASTLE-UPON-TYNE EAST,North East,0.36448344490682105,0.5505397744406249,0.08497678065255412,,,,,,,33162
406,425,NEWCASTLE-UPON-TYNE NORTH,North East,0.4761922587407352,0.41214344538444264,0.1116642958748222,,,,,,,26714
407,426,NEWCASTLE-UPON-TYNE WEST,North East,0.3585413241667912,0.5451269532871685,0.09633172254604029,,,,,,,60219
408,428,NEWHAM NORTH EAST,London,0.30516813144822313,0.5449465036301108,0.09617405426060374,,,,,,0.053711310661062286,41872
409,430,NEWHAM SOUTH,London,0.22514188236066005,0.6441623199816291,0.06839877964767248,,,,,,0.06229701801003838,30483
410,431,NEWPORT,Wales,0.36322630224865515,0.5165391426375756,0.10474790337131211,0.007902034815730562,,,,,0.007584616926726586,59858
411,432,NEWTON,North West,0.37328228194738733,0.5138098955429167,0.10496511901664127,,,,,,0.007942703493054782,80703
412,434,NORFOLK NORTH WEST,Eastern,0.5101129022520074,0.3904485902312383,0.0994385075167542,,,,,,,66252
413,437,NORMANTON,Yorkshire and the Humber,0.3055408187084863,0.5642892006026781,0.1301699806888356,,,,,,,47123
414,15,NORTH ANGUS AND MEARNS,Scotland,0.575154772005908,0.19270293202602054,,0.2321422959680714,,,,,,31821
415,159,NORTH CORNWALL,South West,0.5165257007867372,0.03193351753812406,0.43749340870262177,,,,,,0.014047372972516927,47411
416,184,DEVON NORTH,South West,0.5008502062537393,0.11191233428850332,0.3674465472179362,,,,,,0.019790912239821143,63514
417,190,NORTH DORSET,South West,0.6224218592144733,0.1172383779667076,0.26033976281881904,,,,,,,64339
418,180,NORTH EAST DERBYSHIRE,East Midlands,0.3871213059087774,0.4813681622835718,0.13151053180765082,,,,,,,56543
419,247,NORTH FYLDE,North West,0.6009209386097565,0.24426962091991913,0.14663653509591695,,,,,,0.008172905374407421,58853
420,355,LANARKSHIRE NORTH,Scotland,0.3147659489544759,0.5546932168436924,,0.1305408342018316,,,,,,45097
421,433,NORTH NORFOLK,Eastern,0.5688180253400458,0.2863502827783458,0.13773958508586884,,,,,,0.007092106795739559,77269
422,528,NORTH SOMERSET,South West,0.5434188830289375,0.2784497841328181,0.1623472251941546,,,,,,0.01578410764408977,79447
423,207,DURHAM NORTH WEST,North East,0.2957603189103895,0.6130097168009302,0.09122996428868034,,,,,,,48164
424,438,NORTHAMPTON NORTH,East Midlands,0.4822498249617509,0.36133080932500067,0.1467468817260068,,,,,,0.009672483987241657,38563
425,439,NORTHAMPTON SOUTH,East Midlands,0.4967403444066388,0.40235318563154204,0.09033531596581906,,,,,,0.010571153996000103,38501
426,440,NORTHWICH,North West,0.5276912229626766,0.32876930425091544,0.143539472786408,,,,,,,43967
427,441,"NORWICH,NORTH",Eastern,0.34948155702872685,0.5078758003286306,0.12048841294124313,,,,,,0.022154229701399512,35298
428,442,"NORWICH,SOUTH",Eastern,0.4159385023780555,0.44906536887512444,0.12769605132175643,,,,,,0.007300077425063599,36164
429,444,NOTTINGHAM EAST,East Midlands,0.3989208633093525,0.5046762589928058,0.07423152387181164,,,,,,0.022171353826030086,30580
430,445,"NOTTINGHAM,NORTH",East Midlands,0.41109176356044863,0.4686101593364414,0.09174483701248853,,,,,,0.02855324009062143,53409
431,446,"NOTTINGHAM,WEST",East Midlands,0.4211895450282256,0.46543028544125714,0.09727654002017377,,,,,,0.016103629510343484,56509
432,447,NUNEATON,West Midlands,0.37667370828634505,0.49878492352165693,0.09822265283756096,,,,,,0.026318715354437014,62959
433,448,OGMORE,Wales,0.24647194548283818,0.5342073726949149,0.1754994723568656,0.04382120946538125,,,,,,55909
434,449,"OLDHAM,EAST",North West,0.37808569127814956,0.5067059117540889,0.11520839696776164,,,,,,,36013
435,450,"OLDHAM,WEST",North West,0.3542390856065516,0.5244211394567843,0.1061686207506039,,,,,,0.015171154186060213,33946
436,451,ORKNEY AND ZETLAND,Scotland,0.2132921174652241,0.1743946419371458,0.5641421947449768,0.04817104585265327,,,,,,19410
437,452,ORMSKIRK,North West,0.4887240276321802,0.5002553557508803,,,,,,,0.011020616616939495,74406
438,453,ORPINGTON,London,0.5796239205293238,0.11864712351488273,0.2897939315268538,,,,,,0.01193502442893973,55467
439,454,OSWESTRY,West Midlands,0.5463508560293231,0.23546606040922377,0.21818308356145316,,,,,,,43106
440,455,OXFORD,South East,0.4530141551456759,0.42831689048734617,0.10284752697396642,,,,,,0.015821427393011515,60614
441,457,PADDINGTON,London,0.45467056114138066,0.451693534797506,0.07905970903780261,,,,,,0.014576195023310678,35606
442,458,PAISLEY,Scotland,0.26152619786280595,0.5578679765598069,,0.15738107549120992,,,,,0.02322475008617718,46416
443,460,PEMBROKE,Wales,0.49155029509465603,0.37112587480246395,0.10076756861353887,0.025365240107072598,,,,,0.01119102138226852,62014
444,461,PENISTONE,Yorkshire and the Humber,0.32069853391953196,0.4906202378658633,0.18868122821460476,,,,,,,57091
445,462,PENRITH AND THE BORDERS,North West,0.6117027315456053,0.22351899366499398,0.1647782747894008,,,,,,,44041
446,463,PERTH AND EAST PERTHSHIRE,Scotland,0.41946092205224267,0.1338744926631283,0.09178894786137996,0.354875637423249,,,,,,48045
